Location,Date,TodayCases,YesterdayCases,DailyCasesSpikeTiers
Philippines,2020-04-28,181,198,Excellent Measures in Place
Philippines,2020-04-29,254,181,Investigate
Philippines,2020-04-30,276,254,Monitor
Philippines,2020-05-01,284,276,Standard
Philippines,2020-05-02,156,284,Excellent Measures in Place
Philippines,2020-05-03,295,156,Investigate
Philippines,2020-05-04,262,295,Excellent Measures in Place
Philippines,2020-05-05,199,262,Excellent Measures in Place
Philippines,2020-05-06,320,199,Investigate
Philippines,2020-05-07,339,320,Monitor
Philippines,2020-05-08,120,339,Excellent Measures in Place
Philippines,2020-05-09,147,120,Monitor
Philippines,2020-05-10,184,147,Monitor
Philippines,2020-05-11,292,184,Investigate
Philippines,2020-05-12,264,292,Excellent Measures in Place
Philippines,2020-05-13,268,264,Good Measures in Place
Philippines,2020-05-14,258,268,Excellent Measures in Place
Philippines,2020-05-15,215,258,Excellent Measures in Place
Philippines,2020-05-16,214,215,Excellent Measures in Place
Philippines,2020-05-17,208,214,Excellent Measures in Place
Philippines,2020-05-18,205,208,Excellent Measures in Place
Philippines,2020-05-19,224,205,Monitor
Philippines,2020-05-20,279,224,Investigate
Philippines,2020-05-21,213,279,Excellent Measures in Place
Philippines,2020-05-22,163,213,Excellent Measures in Place
Philippines,2020-05-23,180,163,Monitor
Philippines,2020-05-24,258,180,Investigate
Philippines,2020-05-25,284,258,Monitor
Philippines,2020-05-26,350,284,Investigate
Philippines,2020-05-27,380,350,Monitor
Philippines,2020-05-28,539,380,Investigate
Philippines,2020-05-29,1046,539,Investigate
Philippines,2020-05-30,590,1046,Excellent Measures in Place
Philippines,2020-05-31,862,590,Investigate
Philippines,2020-06-01,552,862,Excellent Measures in Place
Philippines,2020-06-02,359,552,Excellent Measures in Place
Philippines,2020-06-03,751,359,Investigate
Philippines,2020-06-04,634,751,Excellent Measures in Place
Philippines,2020-06-05,244,634,Excellent Measures in Place
Philippines,2020-06-06,714,244,Investigate
Philippines,2020-06-07,555,714,Excellent Measures in Place
Philippines,2020-06-08,579,555,Monitor
Philippines,2020-06-09,518,579,Excellent Measures in Place
Philippines,2020-06-10,740,518,Investigate
Philippines,2020-06-11,443,740,Excellent Measures in Place
Philippines,2020-06-12,612,443,Investigate
Philippines,2020-06-13,605,612,Excellent Measures in Place
Philippines,2020-06-14,538,605,Excellent Measures in Place
Philippines,2020-06-15,490,538,Excellent Measures in Place
Philippines,2020-06-16,361,490,Excellent Measures in Place
Philippines,2020-06-17,457,361,Investigate
Philippines,2020-06-18,561,457,Investigate
Philippines,2020-06-19,660,561,Investigate
Philippines,2020-06-20,941,660,Investigate
Philippines,2020-06-21,652,941,Excellent Measures in Place
Philippines,2020-06-22,630,652,Excellent Measures in Place
Philippines,2020-06-23,1143,630,Investigate
Philippines,2020-06-24,470,1143,Excellent Measures in Place
Philippines,2020-06-25,774,470,Investigate
Philippines,2020-06-26,1004,774,Investigate
Philippines,2020-06-27,730,1004,Excellent Measures in Place
Philippines,2020-06-28,652,730,Excellent Measures in Place
Philippines,2020-06-29,983,652,Investigate
Philippines,2020-06-30,1076,983,Investigate
Philippines,2020-07-01,997,1076,Excellent Measures in Place
Philippines,2020-07-02,294,997,Excellent Measures in Place
Philippines,2020-07-03,1531,294,Investigate
Philippines,2020-07-04,1494,1531,Excellent Measures in Place
Philippines,2020-07-05,2424,1494,Investigate
Philippines,2020-07-06,2079,2424,Excellent Measures in Place
Philippines,2020-07-07,1540,2079,Excellent Measures in Place
Philippines,2020-07-08,2486,1540,Investigate
Philippines,2020-07-09,1395,2486,Excellent Measures in Place
Philippines,2020-07-10,1160,1395,Excellent Measures in Place
Philippines,2020-07-11,1308,1160,Investigate
Philippines,2020-07-12,2037,1308,Investigate
Philippines,2020-07-13,747,2037,Excellent Measures in Place
Philippines,2020-07-14,539,747,Excellent Measures in Place
Philippines,2020-07-15,1305,539,Investigate
Philippines,2020-07-16,2416,1305,Investigate
Philippines,2020-07-17,1735,2416,Excellent Measures in Place
Philippines,2020-07-18,2303,1735,Investigate
Philippines,2020-07-19,2152,2303,Excellent Measures in Place
Philippines,2020-07-20,1442,2152,Excellent Measures in Place
Philippines,2020-07-21,1866,1442,Investigate
Philippines,2020-07-22,1505,1866,Excellent Measures in Place
Philippines,2020-07-23,2121,1505,Investigate
Philippines,2020-07-24,2054,2121,Excellent Measures in Place
Philippines,2020-07-25,1968,2054,Excellent Measures in Place
Philippines,2020-07-26,2036,1968,Investigate
Philippines,2020-07-27,1592,2036,Excellent Measures in Place
Philippines,2020-07-28,1633,1592,Monitor
Philippines,2020-07-29,1813,1633,Investigate
Philippines,2020-07-30,3888,1813,Investigate
Philippines,2020-07-31,3980,3888,Investigate
Philippines,2020-08-01,4878,3980,Investigate
Philippines,2020-08-02,4953,4878,Investigate
Philippines,2020-08-03,3145,4953,Excellent Measures in Place
Philippines,2020-08-04,6263,3145,Investigate
Philippines,2020-08-05,3387,6263,Excellent Measures in Place
Philippines,2020-08-06,3480,3387,Investigate
Philippines,2020-08-07,3294,3480,Excellent Measures in Place
Philippines,2020-08-08,4131,3294,Investigate
Philippines,2020-08-09,3028,4131,Excellent Measures in Place
Philippines,2020-08-10,6725,3028,Investigate
Philippines,2020-08-11,2900,6725,Excellent Measures in Place
Philippines,2020-08-12,4211,2900,Investigate
Philippines,2020-08-13,3777,4211,Excellent Measures in Place
Philippines,2020-08-14,6134,3777,Investigate
Philippines,2020-08-15,4258,6134,Excellent Measures in Place
Philippines,2020-08-16,3335,4258,Excellent Measures in Place
Philippines,2020-08-17,3221,3335,Excellent Measures in Place
Philippines,2020-08-18,4739,3221,Investigate
Philippines,2020-08-19,4561,4739,Excellent Measures in Place
Philippines,2020-08-20,4248,4561,Excellent Measures in Place
Philippines,2020-08-21,4343,4248,Investigate
Philippines,2020-08-22,4884,4343,Investigate
Philippines,2020-08-23,2352,4884,Excellent Measures in Place
Philippines,2020-08-24,4651,2352,Investigate
Philippines,2020-08-25,2912,4651,Excellent Measures in Place
Philippines,2020-08-26,5197,2912,Investigate
Philippines,2020-08-27,3220,5197,Excellent Measures in Place
Philippines,2020-08-28,3963,3220,Investigate
Philippines,2020-08-29,3587,3963,Excellent Measures in Place
Philippines,2020-08-30,4265,3587,Investigate
Philippines,2020-08-31,3423,4265,Excellent Measures in Place
Philippines,2020-09-01,3445,3423,Monitor
Philippines,2020-09-02,2176,3445,Excellent Measures in Place
Philippines,2020-09-03,1963,2176,Excellent Measures in Place
Philippines,2020-09-04,3669,1963,Investigate
Philippines,2020-09-05,2498,3669,Excellent Measures in Place
Philippines,2020-09-06,2795,2498,Investigate
Philippines,2020-09-07,1362,2795,Excellent Measures in Place
Philippines,2020-09-08,3260,1362,Investigate
Philippines,2020-09-09,3156,3260,Excellent Measures in Place
Philippines,2020-09-10,3804,3156,Investigate
Philippines,2020-09-11,4017,3804,Investigate
Philippines,2020-09-12,4899,4017,Investigate
Philippines,2020-09-13,3353,4899,Excellent Measures in Place
Philippines,2020-09-14,4672,3353,Investigate
Philippines,2020-09-15,3519,4672,Excellent Measures in Place
Philippines,2020-09-16,3527,3519,Standard
Philippines,2020-09-17,3355,3527,Excellent Measures in Place
Philippines,2020-09-18,3237,3355,Excellent Measures in Place
Philippines,2020-09-19,3934,3237,Investigate
Philippines,2020-09-20,3283,3934,Excellent Measures in Place
Philippines,2020-09-21,3447,3283,Investigate
Philippines,2020-09-22,1599,3447,Excellent Measures in Place
Philippines,2020-09-23,2802,1599,Investigate
Philippines,2020-09-24,2164,2802,Excellent Measures in Place
Philippines,2020-09-25,2606,2164,Investigate
Philippines,2020-09-26,1895,2606,Excellent Measures in Place
Philippines,2020-09-27,2970,1895,Investigate
Philippines,2020-09-28,3062,2970,Investigate
Philippines,2020-09-29,2015,3062,Excellent Measures in Place
Philippines,2020-09-30,2391,2015,Investigate
Philippines,2020-10-01,2385,2391,Excellent Measures in Place
Philippines,2020-10-02,2599,2385,Investigate
Philippines,2020-10-03,2652,2599,Investigate
Philippines,2020-10-04,3167,2652,Investigate
Philippines,2020-10-05,2265,3167,Excellent Measures in Place
Philippines,2020-10-06,2071,2265,Excellent Measures in Place
Philippines,2020-10-07,2804,2071,Investigate
Philippines,2020-10-08,2232,2804,Excellent Measures in Place
Philippines,2020-10-09,2901,2232,Investigate
Philippines,2020-10-10,2156,2901,Excellent Measures in Place
Philippines,2020-10-11,2415,2156,Investigate
Philippines,2020-10-12,3475,2415,Investigate
Philippines,2020-10-13,1897,3475,Excellent Measures in Place
Philippines,2020-10-14,1823,1897,Excellent Measures in Place
Philippines,2020-10-15,2162,1823,Investigate
Philippines,2020-10-16,3052,2162,Investigate
Philippines,2020-10-17,2588,3052,Excellent Measures in Place
Philippines,2020-10-18,2280,2588,Excellent Measures in Place
Philippines,2020-10-19,2551,2280,Investigate
Philippines,2020-10-20,1606,2551,Excellent Measures in Place
Philippines,2020-10-21,1468,1606,Excellent Measures in Place
Philippines,2020-10-22,1645,1468,Investigate
Philippines,2020-10-23,1911,1645,Investigate
Philippines,2020-10-24,2020,1911,Investigate
Philippines,2020-10-25,2209,2020,Investigate
Philippines,2020-10-26,1602,2209,Excellent Measures in Place
Philippines,2020-10-27,1514,1602,Excellent Measures in Place
Philippines,2020-10-28,2036,1514,Investigate
Philippines,2020-10-29,1755,2036,Excellent Measures in Place
Philippines,2020-10-30,1998,1755,Investigate
Philippines,2020-10-31,1796,1998,Excellent Measures in Place
Philippines,2020-11-01,2384,1796,Investigate
Philippines,2020-11-02,2287,2384,Excellent Measures in Place
Philippines,2020-11-03,1761,2287,Excellent Measures in Place
Philippines,2020-11-04,976,1761,Excellent Measures in Place
Philippines,2020-11-05,1588,976,Investigate
Philippines,2020-11-06,2084,1588,Investigate
Philippines,2020-11-07,2152,2084,Investigate
Philippines,2020-11-08,2434,2152,Investigate
Philippines,2020-11-09,2054,2434,Excellent Measures in Place
Philippines,2020-11-10,1300,2054,Excellent Measures in Place
Philippines,2020-11-11,1667,1300,Investigate
Philippines,2020-11-12,1404,1667,Excellent Measures in Place
Philippines,2020-11-13,1893,1404,Investigate
Philippines,2020-11-14,1624,1893,Excellent Measures in Place
Philippines,2020-11-15,1501,1624,Excellent Measures in Place
Philippines,2020-11-16,1736,1501,Investigate
Philippines,2020-11-17,1144,1736,Excellent Measures in Place
Philippines,2020-11-18,1379,1144,Investigate
Philippines,2020-11-19,1333,1379,Excellent Measures in Place
Philippines,2020-11-20,1637,1333,Investigate
Philippines,2020-11-21,1785,1637,Investigate
Philippines,2020-11-22,1966,1785,Investigate
Philippines,2020-11-23,1796,1966,Excellent Measures in Place
Philippines,2020-11-24,1108,1796,Excellent Measures in Place
Philippines,2020-11-25,1193,1108,Investigate
Philippines,2020-11-26,1382,1193,Investigate
Philippines,2020-11-27,1621,1382,Investigate
Philippines,2020-11-28,1879,1621,Investigate
Philippines,2020-11-29,2067,1879,Investigate
Philippines,2020-11-30,1766,2067,Excellent Measures in Place
Philippines,2020-12-01,1295,1766,Excellent Measures in Place
Philippines,2020-12-02,1432,1295,Investigate
Philippines,2020-12-03,1056,1432,Excellent Measures in Place
Philippines,2020-12-04,932,1056,Excellent Measures in Place
Philippines,2020-12-05,1724,932,Investigate
Philippines,2020-12-06,1765,1724,Monitor
Philippines,2020-12-07,1565,1765,Excellent Measures in Place
Philippines,2020-12-08,1386,1565,Excellent Measures in Place
Philippines,2020-12-09,1379,1386,Excellent Measures in Place
Philippines,2020-12-10,1376,1379,Excellent Measures in Place
Philippines,2020-12-11,1499,1376,Investigate
Philippines,2020-12-12,1292,1499,Excellent Measures in Place
Philippines,2020-12-13,1069,1292,Excellent Measures in Place
Philippines,2020-12-14,1333,1069,Investigate
Philippines,2020-12-15,1106,1333,Excellent Measures in Place
Philippines,2020-12-16,1149,1106,Monitor
Philippines,2020-12-17,1459,1149,Investigate
Philippines,2020-12-18,2115,1459,Investigate
Philippines,2020-12-19,1482,2115,Excellent Measures in Place
Philippines,2020-12-20,1745,1482,Investigate
Philippines,2020-12-21,1716,1745,Excellent Measures in Place
Philippines,2020-12-22,1310,1716,Excellent Measures in Place
Philippines,2020-12-23,1189,1310,Excellent Measures in Place
Philippines,2020-12-24,1720,1189,Investigate
Philippines,2020-12-25,1877,1720,Investigate
Philippines,2020-12-26,1404,1877,Excellent Measures in Place
Philippines,2020-12-27,881,1404,Excellent Measures in Place
Philippines,2020-12-28,764,881,Excellent Measures in Place
Philippines,2020-12-29,876,764,Investigate
Philippines,2020-12-30,1006,876,Investigate
Philippines,2020-12-31,1532,1006,Investigate
Philippines,2021-01-01,1756,1532,Investigate
Philippines,2021-01-02,1096,1756,Excellent Measures in Place
Philippines,2021-01-03,891,1096,Excellent Measures in Place
Philippines,2021-01-04,954,891,Investigate
Philippines,2021-01-05,932,954,Excellent Measures in Place
Philippines,2021-01-06,1044,932,Investigate
Philippines,2021-01-07,1346,1044,Investigate
Philippines,2021-01-08,1769,1346,Investigate
Philippines,2021-01-09,1945,1769,Investigate
Philippines,2021-01-10,1893,1945,Excellent Measures in Place
Philippines,2021-01-11,2046,1893,Investigate
Philippines,2021-01-12,1522,2046,Excellent Measures in Place
Philippines,2021-01-13,1442,1522,Excellent Measures in Place
Philippines,2021-01-14,1905,1442,Investigate
Philippines,2021-01-15,2041,1905,Investigate
Philippines,2021-01-16,2045,2041,Good Measures in Place
Philippines,2021-01-17,1886,2045,Excellent Measures in Place
Philippines,2021-01-18,2159,1886,Investigate
Philippines,2021-01-19,1348,2159,Excellent Measures in Place
Philippines,2021-01-20,1855,1348,Investigate
Philippines,2021-01-21,1778,1855,Excellent Measures in Place
Philippines,2021-01-22,2170,1778,Investigate
Philippines,2021-01-23,1792,2170,Excellent Measures in Place
Philippines,2021-01-24,1940,1792,Investigate
Philippines,2021-01-25,1377,1940,Excellent Measures in Place
Philippines,2021-01-26,1170,1377,Excellent Measures in Place
Philippines,2021-01-27,2241,1170,Investigate
Philippines,2021-01-28,1168,2241,Excellent Measures in Place
Philippines,2021-01-29,1838,1168,Investigate
Philippines,2021-01-30,2103,1838,Investigate
Philippines,2021-01-31,2102,2103,Excellent Measures in Place
Philippines,2021-02-01,1654,2102,Excellent Measures in Place
Philippines,2021-02-02,1581,1654,Excellent Measures in Place
Philippines,2021-02-03,1265,1581,Excellent Measures in Place
Philippines,2021-02-04,1581,1265,Investigate
Philippines,2021-02-05,1888,1581,Investigate
Philippines,2021-02-06,1934,1888,Monitor
Philippines,2021-02-07,1789,1934,Excellent Measures in Place
Philippines,2021-02-08,1685,1789,Excellent Measures in Place
Philippines,2021-02-09,1232,1685,Excellent Measures in Place
Philippines,2021-02-10,1333,1232,Investigate
Philippines,2021-02-11,1722,1333,Investigate
Philippines,2021-02-12,2018,1722,Investigate
Philippines,2021-02-13,1955,2018,Excellent Measures in Place
Philippines,2021-02-14,1921,1955,Excellent Measures in Place
Philippines,2021-02-15,1684,1921,Excellent Measures in Place
Philippines,2021-02-16,1386,1684,Excellent Measures in Place
Philippines,2021-02-17,1178,1386,Excellent Measures in Place
Philippines,2021-02-18,1739,1178,Investigate
Philippines,2021-02-19,1895,1739,Investigate
Philippines,2021-02-20,2230,1895,Investigate
Philippines,2021-02-21,1881,2230,Excellent Measures in Place
Philippines,2021-02-22,2287,1881,Investigate
Philippines,2021-02-23,1409,2287,Excellent Measures in Place
Philippines,2021-02-24,1555,1409,Investigate
Philippines,2021-02-25,2260,1555,Investigate
Philippines,2021-02-26,2647,2260,Investigate
Philippines,2021-02-27,2920,2647,Investigate
Philippines,2021-02-28,2105,2920,Excellent Measures in Place
Philippines,2021-03-01,2029,2105,Excellent Measures in Place
Philippines,2021-03-02,2061,2029,Monitor
Philippines,2021-03-03,1781,2061,Excellent Measures in Place
Philippines,2021-03-04,2444,1781,Investigate
Philippines,2021-03-05,3037,2444,Investigate
Philippines,2021-03-06,3434,3037,Investigate
Philippines,2021-03-07,3274,3434,Excellent Measures in Place
Philippines,2021-03-08,3351,3274,Investigate
Philippines,2021-03-09,2665,3351,Excellent Measures in Place
Philippines,2021-03-10,2880,2665,Investigate
Philippines,2021-03-11,3740,2880,Investigate
Philippines,2021-03-12,4570,3740,Investigate
Philippines,2021-03-13,4993,4570,Investigate
Philippines,2021-03-14,4887,4993,Excellent Measures in Place
Philippines,2021-03-15,5395,4887,Investigate
Philippines,2021-03-16,4427,5395,Excellent Measures in Place
Philippines,2021-03-17,4378,4427,Excellent Measures in Place
Philippines,2021-03-18,5286,4378,Investigate
Philippines,2021-03-19,7082,5286,Investigate
Philippines,2021-03-20,7990,7082,Investigate
Philippines,2021-03-21,7738,7990,Excellent Measures in Place
Philippines,2021-03-22,7998,7738,Investigate
Philippines,2021-03-23,5861,7998,Excellent Measures in Place
Philippines,2021-03-24,6658,5861,Investigate
Philippines,2021-03-25,8737,6658,Investigate
Philippines,2021-03-26,9808,8737,Investigate
Philippines,2021-03-27,9586,9808,Excellent Measures in Place
Philippines,2021-03-28,9450,9586,Excellent Measures in Place
Philippines,2021-03-29,10002,9450,Investigate
Philippines,2021-03-30,9287,10002,Excellent Measures in Place
Philippines,2021-03-31,6107,9287,Excellent Measures in Place
Philippines,2021-04-01,8911,6107,Investigate
Philippines,2021-04-02,15298,8911,Investigate
Philippines,2021-04-03,12546,15298,Excellent Measures in Place
Philippines,2021-04-04,11008,12546,Excellent Measures in Place
Philippines,2021-04-05,8347,11008,Excellent Measures in Place
Philippines,2021-04-06,9362,8347,Investigate
Philippines,2021-04-07,6404,9362,Excellent Measures in Place
Philippines,2021-04-08,9202,6404,Investigate
Philippines,2021-04-09,12188,9202,Investigate
Philippines,2021-04-10,12655,12188,Investigate
Philippines,2021-04-11,11659,12655,Excellent Measures in Place
Philippines,2021-04-12,11357,11659,Excellent Measures in Place
Philippines,2021-04-13,8558,11357,Excellent Measures in Place
Philippines,2021-04-14,8097,8558,Excellent Measures in Place
Philippines,2021-04-15,11405,8097,Investigate
Philippines,2021-04-16,10686,11405,Excellent Measures in Place
Philippines,2021-04-17,11081,10686,Investigate
Philippines,2021-04-18,10081,11081,Excellent Measures in Place
Philippines,2021-04-19,9612,10081,Excellent Measures in Place
Philippines,2021-04-20,7361,9612,Excellent Measures in Place
Philippines,2021-04-21,9201,7361,Investigate
Philippines,2021-04-22,8742,9201,Excellent Measures in Place
Philippines,2021-04-23,8691,8742,Excellent Measures in Place
Philippines,2021-04-24,9640,8691,Investigate
Philippines,2021-04-25,8143,9640,Excellent Measures in Place
Philippines,2021-04-26,8905,8143,Investigate
Philippines,2021-04-27,7190,8905,Excellent Measures in Place
Philippines,2021-04-28,6877,7190,Excellent Measures in Place
Philippines,2021-04-29,8243,6877,Investigate
Philippines,2021-04-30,8722,8243,Investigate
Poland,2020-03-04,1,NULL,Excellent Measures in Place
Poland,2020-03-05,0,1,Excellent Measures in Place
Poland,2020-03-06,4,0,Good Measures in Place
Poland,2020-03-07,0,4,Excellent Measures in Place
Poland,2020-03-08,6,0,Standard
Poland,2020-03-09,5,6,Excellent Measures in Place
Poland,2020-03-10,6,5,Excellent Measures in Place
Poland,2020-03-11,9,6,Good Measures in Place
Poland,2020-03-12,18,9,Standard
Poland,2020-03-13,19,18,Excellent Measures in Place
Poland,2020-03-14,35,19,Monitor
Poland,2020-03-15,16,35,Excellent Measures in Place
Poland,2020-03-16,58,16,Monitor
Poland,2020-03-17,61,58,Good Measures in Place
Poland,2020-03-18,13,61,Excellent Measures in Place
Poland,2020-03-19,104,13,Investigate
Poland,2020-03-20,70,104,Excellent Measures in Place
Poland,2020-03-21,111,70,Monitor
Poland,2020-03-22,98,111,Excellent Measures in Place
Poland,2020-03-23,115,98,Monitor
Poland,2020-03-24,152,115,Monitor
Poland,2020-03-25,150,152,Excellent Measures in Place
Poland,2020-03-26,170,150,Monitor
Poland,2020-03-27,168,170,Excellent Measures in Place
Poland,2020-03-28,249,168,Investigate
Poland,2020-03-29,224,249,Excellent Measures in Place
Poland,2020-03-30,193,224,Excellent Measures in Place
Poland,2020-03-31,256,193,Investigate
Poland,2020-04-01,243,256,Excellent Measures in Place
Poland,2020-04-02,392,243,Investigate
Poland,2020-04-03,437,392,Monitor
Poland,2020-04-04,244,437,Excellent Measures in Place
Poland,2020-04-05,475,244,Investigate
Poland,2020-04-06,311,475,Excellent Measures in Place
Poland,2020-04-07,435,311,Investigate
Poland,2020-04-08,357,435,Excellent Measures in Place
Poland,2020-04-09,370,357,Monitor
Poland,2020-04-10,380,370,Standard
Poland,2020-04-11,401,380,Monitor
Poland,2020-04-12,318,401,Excellent Measures in Place
Poland,2020-04-13,260,318,Excellent Measures in Place
Poland,2020-04-14,268,260,Standard
Poland,2020-04-15,380,268,Investigate
Poland,2020-04-16,336,380,Excellent Measures in Place
Poland,2020-04-17,461,336,Investigate
Poland,2020-04-18,363,461,Excellent Measures in Place
Poland,2020-04-19,545,363,Investigate
Poland,2020-04-20,306,545,Excellent Measures in Place
Poland,2020-04-21,263,306,Excellent Measures in Place
Poland,2020-04-22,313,263,Monitor
Poland,2020-04-23,342,313,Monitor
Poland,2020-04-24,381,342,Monitor
Poland,2020-04-25,381,381,Excellent Measures in Place
Poland,2020-04-26,344,381,Excellent Measures in Place
Poland,2020-04-27,285,344,Excellent Measures in Place
Poland,2020-04-28,316,285,Monitor
Poland,2020-04-29,422,316,Investigate
Poland,2020-04-30,237,422,Excellent Measures in Place
Poland,2020-05-01,228,237,Excellent Measures in Place
Poland,2020-05-02,270,228,Monitor
Poland,2020-05-03,318,270,Monitor
Poland,2020-05-04,313,318,Excellent Measures in Place
Poland,2020-05-05,425,313,Investigate
Poland,2020-05-06,309,425,Excellent Measures in Place
Poland,2020-05-07,307,309,Excellent Measures in Place
Poland,2020-05-08,319,307,Monitor
Poland,2020-05-09,285,319,Excellent Measures in Place
Poland,2020-05-10,345,285,Investigate
Poland,2020-05-11,330,345,Excellent Measures in Place
Poland,2020-05-12,595,330,Investigate
Poland,2020-05-13,283,595,Excellent Measures in Place
Poland,2020-05-14,411,283,Investigate
Poland,2020-05-15,401,411,Excellent Measures in Place
Poland,2020-05-16,241,401,Excellent Measures in Place
Poland,2020-05-17,272,241,Monitor
Poland,2020-05-18,356,272,Investigate
Poland,2020-05-19,383,356,Monitor
Poland,2020-05-20,471,383,Investigate
Poland,2020-05-21,404,471,Excellent Measures in Place
Poland,2020-05-22,476,404,Investigate
Poland,2020-05-23,312,476,Excellent Measures in Place
Poland,2020-05-24,395,312,Investigate
Poland,2020-05-25,305,395,Excellent Measures in Place
Poland,2020-05-26,443,305,Investigate
Poland,2020-05-27,399,443,Excellent Measures in Place
Poland,2020-05-28,352,399,Excellent Measures in Place
Poland,2020-05-29,330,352,Excellent Measures in Place
Poland,2020-05-30,416,330,Investigate
Poland,2020-05-31,215,416,Excellent Measures in Place
Poland,2020-06-01,379,215,Investigate
Poland,2020-06-02,230,379,Excellent Measures in Place
Poland,2020-06-03,292,230,Investigate
Poland,2020-06-04,361,292,Investigate
Poland,2020-06-05,362,361,Excellent Measures in Place
Poland,2020-06-06,576,362,Investigate
Poland,2020-06-07,575,576,Excellent Measures in Place
Poland,2020-06-08,599,575,Monitor
Poland,2020-06-09,400,599,Excellent Measures in Place
Poland,2020-06-10,282,400,Excellent Measures in Place
Poland,2020-06-11,359,282,Investigate
Poland,2020-06-12,376,359,Monitor
Poland,2020-06-13,440,376,Investigate
Poland,2020-06-14,375,440,Excellent Measures in Place
Poland,2020-06-15,396,375,Monitor
Poland,2020-06-16,407,396,Monitor
Poland,2020-06-17,506,407,Investigate
Poland,2020-06-18,314,506,Excellent Measures in Place
Poland,2020-06-19,301,314,Excellent Measures in Place
Poland,2020-06-20,304,301,Good Measures in Place
Poland,2020-06-21,311,304,Standard
Poland,2020-06-22,296,311,Excellent Measures in Place
Poland,2020-06-23,300,296,Good Measures in Place
Poland,2020-06-24,294,300,Excellent Measures in Place
Poland,2020-06-25,298,294,Good Measures in Place
Poland,2020-06-26,276,298,Excellent Measures in Place
Poland,2020-06-27,319,276,Monitor
Poland,2020-06-28,193,319,Excellent Measures in Place
Poland,2020-06-29,247,193,Investigate
Poland,2020-06-30,239,247,Excellent Measures in Place
Poland,2020-07-01,382,239,Investigate
Poland,2020-07-02,371,382,Excellent Measures in Place
Poland,2020-07-03,259,371,Excellent Measures in Place
Poland,2020-07-04,314,259,Investigate
Poland,2020-07-05,231,314,Excellent Measures in Place
Poland,2020-07-06,205,231,Excellent Measures in Place
Poland,2020-07-07,257,205,Investigate
Poland,2020-07-08,277,257,Monitor
Poland,2020-07-09,262,277,Excellent Measures in Place
Poland,2020-07-10,265,262,Good Measures in Place
Poland,2020-07-11,305,265,Monitor
Poland,2020-07-12,370,305,Investigate
Poland,2020-07-13,299,370,Excellent Measures in Place
Poland,2020-07-14,267,299,Excellent Measures in Place
Poland,2020-07-15,264,267,Excellent Measures in Place
Poland,2020-07-16,333,264,Investigate
Poland,2020-07-17,353,333,Monitor
Poland,2020-07-18,339,353,Excellent Measures in Place
Poland,2020-07-19,358,339,Monitor
Poland,2020-07-20,279,358,Excellent Measures in Place
Poland,2020-07-21,399,279,Investigate
Poland,2020-07-22,380,399,Excellent Measures in Place
Poland,2020-07-23,418,380,Monitor
Poland,2020-07-24,458,418,Monitor
Poland,2020-07-25,584,458,Investigate
Poland,2020-07-26,443,584,Excellent Measures in Place
Poland,2020-07-27,337,443,Excellent Measures in Place
Poland,2020-07-28,502,337,Investigate
Poland,2020-07-29,512,502,Standard
Poland,2020-07-30,615,512,Investigate
Poland,2020-07-31,657,615,Monitor
Poland,2020-08-01,658,657,Excellent Measures in Place
Poland,2020-08-02,548,658,Excellent Measures in Place
Poland,2020-08-03,575,548,Monitor
Poland,2020-08-04,680,575,Investigate
Poland,2020-08-05,640,680,Excellent Measures in Place
Poland,2020-08-06,726,640,Investigate
Poland,2020-08-07,809,726,Investigate
Poland,2020-08-08,843,809,Monitor
Poland,2020-08-09,624,843,Excellent Measures in Place
Poland,2020-08-10,619,624,Excellent Measures in Place
Poland,2020-08-11,551,619,Excellent Measures in Place
Poland,2020-08-12,715,551,Investigate
Poland,2020-08-13,811,715,Investigate
Poland,2020-08-14,832,811,Monitor
Poland,2020-08-15,771,832,Excellent Measures in Place
Poland,2020-08-16,594,771,Excellent Measures in Place
Poland,2020-08-17,595,594,Excellent Measures in Place
Poland,2020-08-18,597,595,Good Measures in Place
Poland,2020-08-19,735,597,Investigate
Poland,2020-08-20,767,735,Monitor
Poland,2020-08-21,903,767,Investigate
Poland,2020-08-22,900,903,Excellent Measures in Place
Poland,2020-08-23,581,900,Excellent Measures in Place
Poland,2020-08-24,548,581,Excellent Measures in Place
Poland,2020-08-25,763,548,Investigate
Poland,2020-08-26,729,763,Excellent Measures in Place
Poland,2020-08-27,887,729,Investigate
Poland,2020-08-28,791,887,Excellent Measures in Place
Poland,2020-08-29,759,791,Excellent Measures in Place
Poland,2020-08-30,631,759,Excellent Measures in Place
Poland,2020-08-31,502,631,Excellent Measures in Place
Poland,2020-09-01,550,502,Monitor
Poland,2020-09-02,595,550,Monitor
Poland,2020-09-03,612,595,Monitor
Poland,2020-09-04,691,612,Investigate
Poland,2020-09-05,567,691,Excellent Measures in Place
Poland,2020-09-06,437,567,Excellent Measures in Place
Poland,2020-09-07,302,437,Excellent Measures in Place
Poland,2020-09-08,400,302,Investigate
Poland,2020-09-09,421,400,Monitor
Poland,2020-09-10,506,421,Investigate
Poland,2020-09-11,594,506,Investigate
Poland,2020-09-12,603,594,Standard
Poland,2020-09-13,502,603,Excellent Measures in Place
Poland,2020-09-14,377,502,Excellent Measures in Place
Poland,2020-09-15,605,377,Investigate
Poland,2020-09-16,600,605,Excellent Measures in Place
Poland,2020-09-17,837,600,Investigate
